dimension,rot_type,angle,mirror,wm,pair_id,obj_id,orientation1,orientation2,image_path_1,image_path_2,marker_id,correctAns,first_2D_s.thisRepN,first_2D_s.thisTrialN,first_2D_s.thisN,first_2D_s.thisIndex,second_2D_s.thisRepN,second_2D_s.thisTrialN,second_2D_s.thisN,second_2D_s.thisIndex,first_3Dp_s.thisRepN,first_3Dp_s.thisTrialN,first_3Dp_s.thisN,first_3Dp_s.thisIndex,second_3Dp_s.thisRepN,second_3Dp_s.thisTrialN,second_3Dp_s.thisN,second_3Dp_s.thisIndex,first_2D_wm.thisRepN,first_2D_wm.thisTrialN,first_2D_wm.thisN,first_2D_wm.thisIndex,second_2D_wm.thisRepN,second_2D_wm.thisTrialN,second_2D_wm.thisN,second_2D_wm.thisIndex,first_3Dp_wm.thisRepN,first_3Dp_wm.thisTrialN,first_3Dp_wm.thisN,first_3Dp_wm.thisIndex,second_3Dp_wm.thisRepN,second_3Dp_wm.thisTrialN,second_3Dp_wm.thisN,second_3Dp_wm.thisIndex,first_3Dd_wm.thisRepN,first_3Dd_wm.thisTrialN,first_3Dd_wm.thisN,first_3Dd_wm.thisIndex,second_3Dd_wm.thisRepN,second_3Dd_wm.thisTrialN,second_3Dd_wm.thisN,second_3Dd_wm.thisIndex,thisRow.t,notes,start.started,text_start.started,key_resp_start.started,start.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,instructions.started,key_resp_12.started,image_8.started,instructions.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.duration,instructions_2.started,image_9.started,key_resp_20.started,instructions_2.stopped,key_resp_20.keys,key_resp_20.rt,key_resp_20.duration,instructions_3.started,image_10.started,key_resp_21.started,instructions_3.stopped,key_resp_21.keys,key_resp_21.rt,key_resp_21.duration,single_2D_screen.started,text_13.started,key_resp_7.started,single_2D_screen.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,routine_2D_single.started,text.started,image.started,key_resp.started,text.stopped,routine_2D_single.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,strat.started,image_strat.started,key_resp_strat_control.started,image_strat.stopped,key_resp_strat_control.stopped,strat.stopped,strategy_response,key_resp_strat_control.keys,key_resp_strat_control.rt,key_resp_strat_control.duration,vividness.started,image_vivid.started,key_resp_vivid_slider_control.started,image_vivid.stopped,key_resp_vivid_slider_control.stopped,vividness.stopped,vivid_response,key_resp_vivid_slider_control.keys,key_resp_vivid_slider_control.rt,key_resp_vivid_slider_control.duration,ITI.started,text_2.started,text_2.stopped,ITI.stopped,image.stopped,key_resp.stopped,break_2D_s.started,text_17.started,key_resp_13.started,break_2D_s.stopped,key_resp_13.keys,key_resp_13.rt,key_resp_13.duration,single_3Dp_screen.started,text_9.started,key_resp_8.started,single_3Dp_screen.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,routine_3Dp_single.started,text_3.started,image_2.started,key_resp_2.started,text_3.stopped,routine_3Dp_single.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,image_2.stopped,key_resp_2.stopped,break_3Dp_s.started,text_18.started,key_resp_14.started,break_3Dp_s.stopped,key_resp_14.keys,key_resp_14.rt,key_resp_14.duration,wm_2D_screen.started,text_14.started,key_resp_9.started,wm_2D_screen.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,routine_2D_wm.started,text_4.started,img1.started,text_4.stopped,img1.stopped,text_5.started,text_5.stopped,img2.started,key_resp_3.started,routine_2D_wm.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,break_2D_wm.started,text_19.started,key_resp_15.started,break_2D_wm.stopped,key_resp_15.keys,key_resp_15.rt,key_resp_15.duration,wm_3Dp_screen.started,text_15.started,key_resp_10.started,wm_3Dp_screen.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,routine_3Dp_wm.started,text_6.started,image_3.started,text_6.stopped,text_11.started,image_3.stopped,text_11.stopped,image_4.started,key_resp_4.started,routine_3Dp_wm.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,break_3Dp_wm.started,text_20.started,key_resp_16.started,break_3Dp_wm.stopped,key_resp_16.keys,key_resp_16.rt,key_resp_16.duration,practice_3Dd_screen.started,image_11.started,key_resp_22.started,practice_3Dd_screen.stopped,key_resp_22.keys,key_resp_22.rt,key_resp_22.duration,practice_1_3Dd.started,image_12.started,key_resp_23.started,practice_1_3Dd.stopped,key_resp_23.keys,key_resp_23.rt,key_resp_23.duration,practice_2_3Dd.started,image_13.started,key_resp_24.started,practice_2_3Dd.stopped,key_resp_24.keys,key_resp_24.rt,key_resp_24.duration,wm_3Dd_screen.started,text_16.started,key_resp_11.started,wm_3Dd_screen.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,routine_3Dd_wm.started,text_8.started,image_6.started,text_8.stopped,text_12.started,image_6.stopped,text_12.stopped,image_7.started,key_resp_6.started,routine_3Dd_wm.stopped,key_resp_6.keys,key_resp_6.corr,key_resp_6.rt,key_resp_6.duration,break_3Dd_wm.started,text_21.started,key_resp_17.started,break_3Dd_wm.stopped,key_resp_17.keys,key_resp_17.rt,key_resp_17.duration,end.started,text_22.started,key_resp_18.started,end.stopped,key_resp_18.keys,key_resp_18.rt,key_resp_18.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
2D,None,180,True,True,15,obj1,120,300,output_pairs/2D_180_M_WM/2D_180_M_WM_15_1_obj_13_120deg.png,output_pairs/2D_180_M_WM/2D_180_M_WM_15_2_obj_13_300deg.png,431,period,,,,,,,,,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,1694.2394662000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1701.2790421000682,1701.3103410999756,1701.3103410999756,1703.3098984999815,1703.3098984999815,1703.2803460999858,1.0,"['comma', 'rshift', 'comma']","[0.7022855000104755, 1.2528852000832558, 1.8528870000736788]","[None, None, None]",1703.2805091000628,1703.3098984999815,1703.3098984999815,1705.3101774000097,1705.3101774000097,1705.2807151000015,4.0,['rshift'],[0.4935754000907764],[None],1705.2808662999887,1705.3101774000097,1707.3239088000264,1707.277397400001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1694.1773740999633,1694.2394662000006,1695.1768622000236,1695.2435567000648,1699.1765585000394,1699.1765585000394,1700.1811284000287,1700.1811284000287,1700.1811284000287,1701.278751200065,comma,0,1.0706783999921754,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
2D,None,60,False,True,20,obj1,200,260,output_pairs/2D_60_WM/2D_60_WM_20_1_obj_14_200deg.png,output_pairs/2D_60_WM/2D_60_WM_20_2_obj_14_260deg.png,136,comma,,,,,,,,,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,1707.3239088000264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1714.2114733000053,1714.24356610002,1714.24356610002,1716.2435772999888,1716.2435772999888,1716.2138999999734,2.0,['period'],[1.2477689000079408],[None],1716.2140463000396,1716.2435772999888,1716.2435772999888,1718.2431022999808,1718.2431022999808,1718.213553300011,4.0,['rshift'],[0.33574410004075617],[None],1718.2137031999882,1718.2431022999808,1720.2433470999822,1720.2105172000593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1707.2775535000255,1707.3239088000264,1708.310300800018,1708.3436851999722,1712.3105290000094,1712.2770173000172,1713.2872283000033,1713.2872283000033,1713.2872283000033,1714.2112313000252,comma,1,0.9010343999834731,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1720.2105620000511,1720.2433470999822,1720.2433470999822,1729.754771500011,rshift,9.496264700079337,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
2D,None,180,True,True,21,obj1,280,100,output_pairs/2D_180_M_WM/2D_180_M_WM_21_1_obj_15_280deg.png,output_pairs/2D_180_M_WM/2D_180_M_WM_21_2_obj_15_100deg.png,432,period,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,1729.8272804999724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1736.6775755999843,1736.7101552999811,1736.7101552999811,1738.7100634999806,1738.7100634999806,1738.6804493999807,1.0,['comma'],[0.8930862999986857],[None],1738.6808260000544,1738.7100634999806,1738.7100634999806,1740.714669100009,1740.714669100009,1740.6808107000543,4.0,['rshift'],[0.36492920003365725],[None],1740.681095900014,1740.714669100009,,1742.6780656999908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1729.771222100011,1729.8272804999724,1730.7773813999956,1730.8436310000252,1734.7771387000103,1734.7771387000103,1735.78138020006,1735.78138020006,1735.78138020006,1736.6771635999903,comma,0,0.885863299947232,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
2D,None,180,False,True,27,obj3,240,60,output_pairs/2D_180_WM/2D_180_WM_27_1_obj_3_240deg.png,output_pairs/2D_180_WM/2D_180_WM_27_2_obj_3_60deg.png,714,comma,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,1742.726072599995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750.0113828000613,1750.0437447000295,1750.0437447000295,1752.0434456999646,1752.0434456999646,1752.014520399971,2.0,['period'],[1.02385899994988],[None],1752.0146742999787,1752.0434456999646,1752.0434456999646,,,1754.016533200047,4.0,['rshift'],[0.35971319989766926],[None],1754.0167041000677,1754.0437261000043,1756.0577661000425,1756.0108012000564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1742.6783130000113,1742.726072599995,1743.676992099965,1743.7436959999613,1747.6814441999886,1747.6814441999886,1748.6813095000107,1748.6813095000107,1748.6813095000107,1750.0111706999596,comma,1,1.3215061000082642,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
2D,None,180,False,True,16,sm2,340,160,output_pairs/2D_180_WM/2D_180_WM_16_1_SM2_340deg.png,output_pairs/2D_180_WM/2D_180_WM_16_2_SM2_160deg.png,724,comma,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,1756.0577661000425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1763.0824002000736,1763.1105427000439,1763.1105427000439,1765.1100243000546,1765.1100243000546,1765.0804163999856,1.0,['comma'],[1.0203758999705315],[None],1765.0805599000305,1765.1100243000546,1765.1100243000546,1767.1100687000435,1767.1100687000435,1767.0806774999946,4.0,['rshift'],[0.34076559997629374],[None],1767.0808725999668,1767.1100687000435,,1769.0875071999617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1756.0109912999906,1756.0577661000425,1757.0207083000569,1757.0771747999825,1761.04428859998,1761.0108361999737,1762.010566300014,1762.010566300014,1762.010566300014,1763.0822053999873,comma,1,1.04819820006378,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
2D,None,0,False,True,18,obj6,320,320,output_pairs/2D_0_WM/2D_0_WM_18_1_obj_6_320deg.png,output_pairs/2D_0_WM/2D_0_WM_18_2_obj_6_320deg.png,195,comma,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,1769.1364453000715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1776.0450700999936,1776.0817008999875,1776.0817008999875,,,1778.0558261000551,1.0,['comma'],[0.7934653999982402],[None],1778.0560083000455,1778.0773365000496,1778.0773365000496,1780.0769186000107,1780.0769186000107,1780.0472152000293,4.0,['rshift'],[0.34958089992869645],[None],1780.0473620999837,1780.0769186000107,1782.0908212000504,1782.044715099968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1769.0876963000046,1769.1364453000715,1770.1104392000707,1770.1437757000094,1774.1101507999701,1774.1101507999701,1775.1105819999939,1775.1105819999939,1775.1105819999939,1776.0448643000564,comma,1,0.908622800023295,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
2D,None,180,True,True,1,obj1,280,100,output_pairs/2D_180_M_WM/2D_180_M_WM_01_1_obj_1_280deg.png,output_pairs/2D_180_M_WM/2D_180_M_WM_01_2_obj_1_100deg.png,427,period,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,1782.0908212000504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1789.0451535000466,1789.0772747000447,1789.0772747000447,1791.0768710999982,1791.0768710999982,1791.0472512000706,4.0,['rshift'],[1.3421371999429539],[None],1791.0473979000235,1791.0768710999982,1791.0768710999982,1793.0772651999723,1793.0772651999723,1793.0477611999959,4.0,['rshift'],[0.32644930004607886],[None],1793.0479211000493,1793.0772651999723,,1795.0544699999737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1782.0449023999972,1782.0908212000504,1783.0774482999695,1783.1104633000214,1787.0769899999723,1787.0769899999723,1788.0772873000242,1788.0772873000242,1788.0772873000242,1789.044932299992,comma,0,0.9346785999368876,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
2D,None,0,False,True,31,sm2,160,160,output_pairs/2D_0_WM/2D_0_WM_31_1_SM2_160deg.png,output_pairs/2D_0_WM/2D_0_WM_31_2_SM2_160deg.png,198,comma,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,1795.1059567000484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1801.7496908999747,1801.7775538000278,1801.7775538000278,1803.7772063000593,1803.7772063000593,1803.7471697999863,1.0,['comma'],[0.7387579999631271],[None],1803.7473273000214,1803.7772063000593,1803.7772063000593,1805.7815582000185,1805.7815582000185,1805.7478606000077,4.0,['rshift'],[0.38573020009789616],[None],1805.748001900036,1805.7815582000185,,1807.777471599984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795.054688300006,1795.1059567000484,1796.043998499983,1796.110692200018,1800.0440288999816,1800.0769407000626,1801.0774418000365,1801.0774418000365,1801.0774418000365,1801.7494852000382,comma,1,0.6615353999659419,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
2D,None,120,True,True,12,obj5,60,180,output_pairs/2D_120_M_WM/2D_120_M_WM_12_1_obj_5_60deg.png,output_pairs/2D_120_M_WM/2D_120_M_WM_12_2_obj_5_180deg.png,236,period,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,1807.8263438000577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1815.7444934999803,1815.7770298999967,1815.7770298999967,1817.7774759000167,1817.7774759000167,1817.7480376999592,1.0,['comma'],[1.0506632000906393],[None],1817.7482227999717,1817.7774759000167,1817.7774759000167,1819.7769452000502,1819.7769452000502,1819.7474875999615,2.0,['period'],[0.4254202999873087],[None],1819.7476390000666,1819.7769452000502,,1821.7484092999948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1807.777634600061,1807.8263438000577,1808.7875793999992,1808.8440543999895,1812.8106882000575,1812.777491500019,1813.7774346000515,1813.7774346000515,1813.7774346000515,1815.744295099983,comma,0,1.9617530999239534,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
2D,None,180,False,True,17,obj1,80,260,output_pairs/2D_180_WM/2D_180_WM_17_1_obj_14_80deg.png,output_pairs/2D_180_WM/2D_180_WM_17_2_obj_14_260deg.png,728,comma,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,1821.8156701000407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1829.377919999999,1829.4103771999944,1829.4103771999944,1831.410582200042,1831.410582200042,1831.3814190999838,1.0,['comma'],[1.4737932999851182],[None],1831.3815780000295,1831.410582200042,1831.410582200042,,,1833.3832126000198,2.0,"['comma', 'period']","[0.7371201999485493, 1.4010894999373704]","[None, None]",1833.3833619999932,1833.4108078000136,1835.4440584999975,1835.377694100025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1821.748613200034,1821.8156701000407,1822.7545754000312,1822.8209508999716,1826.7774371000705,1826.7440947999712,1827.7485334000085,1827.7485334000085,1827.7485334000085,1829.3777199999895,comma,1,1.599055099999532,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
2D,None,180,False,True,30,obj6,160,340,output_pairs/2D_180_WM/2D_180_WM_30_1_obj_6_160deg.png,output_pairs/2D_180_WM/2D_180_WM_30_2_obj_6_340deg.png,711,comma,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,1835.4440584999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1842.8447169000283,1842.8771747000283,1842.8771747000283,1844.8775463000638,1844.8775463000638,1844.8478280999698,1.0,['comma'],[1.1033137999475002],[None],1844.8479747000383,1844.8775463000638,1844.8775463000638,1846.8772980000358,1846.8772980000358,1846.8474657000042,4.0,['rshift'],[0.34924809995573014],[None],1846.847610100056,1846.8772980000358,1848.891555099981,1848.8441750999773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1835.377842899994,1835.4440584999975,1836.3774301999947,1836.4440856999718,1840.381613500067,1840.381613500067,1841.4211030000588,1841.3877338999882,1841.3877338999882,1842.844512599986,comma,1,1.4397260000696406,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
2D,None,0,False,True,28,obj5,100,100,output_pairs/2D_0_WM/2D_0_WM_28_1_obj_5_100deg.png,output_pairs/2D_0_WM/2D_0_WM_28_2_obj_5_100deg.png,202,comma,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,1848.891555099981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1855.4777543999953,1855.5104690999724,1855.5104690999724,1857.510540700052,1857.510540700052,1857.480805600062,1.0,['comma'],[0.6683771999087185],[None],1857.480979199987,1857.510540700052,1857.510540700052,,,1859.4834703999804,4.0,['rshift'],[0.40464319998864084],[None],1859.4836198000703,1859.5152428000001,,1861.5152202000609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1848.8443428999744,1848.891555099981,1849.8545053000562,1849.9210185999982,1853.8817350000609,1853.8441526000388,1854.8484835000709,1854.8484835000709,1854.8484835000709,1855.4775058999658,comma,1,0.6032656999304891,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
2D,None,120,False,True,5,sm4,20,260,output_pairs/2D_120_WM/2D_120_WM_05_1_SM4_20deg.png,output_pairs/2D_120_WM/2D_120_WM_05_2_SM4_260deg.png,162,comma,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,1861.569777800003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1868.878165800008,1868.9104614000535,1868.9104614000535,1870.911073400057,1870.911073400057,1870.881556999986,2.0,['period'],[1.5892596000339836],[None],1870.88172090007,1870.911073400057,1870.911073400057,1872.9107095999643,1872.9107095999643,1872.881564600044,4.0,['rshift'],[1.2359850999200717],[None],1872.8817130000098,1872.9107095999643,1874.9286338000093,1874.877539900015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1861.515390100074,1861.569777800003,1862.4881315999664,1862.5878438999644,1866.5109461999964,1866.4777452000417,1867.487786600017,1867.487786600017,1867.487786600017,1868.8779290000675,comma,1,1.363135699997656,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
2D,None,120,True,True,10,obj4,20,260,output_pairs/2D_120_M_WM/2D_120_M_WM_10_1_obj_4_20deg.png,output_pairs/2D_120_M_WM/2D_120_M_WM_10_2_obj_4_260deg.png,254,period,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,1874.9286338000093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1883.0164819000056,1883.0444208000554,1883.0444208000554,1885.0439138000365,1885.0439138000365,1885.0147257000208,1.0,['comma'],[0.41626939992420375],[None],1885.0148813000415,1885.0439138000365,1885.0439138000365,1887.04439299996,1887.04439299996,1887.015841800021,1.0,['comma'],[0.33595970005262643],[None],1887.0160324999597,1887.04439299996,1889.0635896000313,1889.0112645999761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1874.8777476999676,1874.9286338000093,1875.88203540002,1875.9448618000606,1879.9106554000173,1879.87725530006,1880.8819891000167,1880.8819891000167,1880.8819891000167,1883.0162720000371,comma,0,2.0970218000002205,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
2D,None,120,False,True,10,obj1,320,80,output_pairs/2D_120_WM/2D_120_WM_10_1_obj_1_320deg.png,output_pairs/2D_120_WM/2D_120_WM_10_2_obj_1_80deg.png,173,comma,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,1889.0635896000313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1895.7451410000212,1895.777781700017,1895.777781700017,1897.777376599959,1897.777376599959,1897.7482452000258,4.0,['rshift'],[1.1462406000355259],[None],1897.7483903999673,1897.777376599959,1897.777376599959,,,1899.750305900001,4.0,['rshift'],[0.3221771999960765],[None],1899.7504561999813,1899.7777511000168,,1901.7547973999754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1889.0114174999762,1889.0635896000313,1890.0550409000134,1890.0784478000132,1894.077894999995,1894.0111687000608,1895.0110368999885,1895.0445013999706,1895.0445013999706,1895.7449315000558,comma,1,0.6865941000869498,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
2D,None,120,False,True,13,obj1,40,280,output_pairs/2D_120_WM/2D_120_WM_13_1_obj_10_40deg.png,output_pairs/2D_120_WM/2D_120_WM_13_2_obj_10_280deg.png,161,comma,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,1901.8119178999914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1910.3115117000416,1910.3441263000714,1910.3441263000714,1912.348939300049,1912.348939300049,1912.3151945000282,4.0,['rshift'],[0.811150599969551],[None],1912.3153404999757,1912.348939300049,1912.348939300049,,,1914.3462607000256,2.0,['period'],[0.7358373999595642],[None],1914.3464251999976,1914.377888899995,,1916.344689300051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1901.755013499991,1901.8119178999914,1902.7446304999758,1902.8109998999862,1906.7487692000577,1906.7487692000577,1907.74448210001,1907.74448210001,1907.74448210001,1910.311317399959,comma,1,2.5467890000436455,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
