dimension,rot_type,angle,mirror,wm,pair_id,obj_id,orientation1,orientation2,image_path_1,image_path_2,marker_id,correctAns,first_2D_s.thisRepN,first_2D_s.thisTrialN,first_2D_s.thisN,first_2D_s.thisIndex,second_2D_s.thisRepN,second_2D_s.thisTrialN,second_2D_s.thisN,second_2D_s.thisIndex,first_3Dp_s.thisRepN,first_3Dp_s.thisTrialN,first_3Dp_s.thisN,first_3Dp_s.thisIndex,second_3Dp_s.thisRepN,second_3Dp_s.thisTrialN,second_3Dp_s.thisN,second_3Dp_s.thisIndex,first_2D_wm.thisRepN,first_2D_wm.thisTrialN,first_2D_wm.thisN,first_2D_wm.thisIndex,second_2D_wm.thisRepN,second_2D_wm.thisTrialN,second_2D_wm.thisN,second_2D_wm.thisIndex,first_3Dp_wm.thisRepN,first_3Dp_wm.thisTrialN,first_3Dp_wm.thisN,first_3Dp_wm.thisIndex,second_3Dp_wm.thisRepN,second_3Dp_wm.thisTrialN,second_3Dp_wm.thisN,second_3Dp_wm.thisIndex,first_3Dd_wm.thisRepN,first_3Dd_wm.thisTrialN,first_3Dd_wm.thisN,first_3Dd_wm.thisIndex,second_3Dd_wm.thisRepN,second_3Dd_wm.thisTrialN,second_3Dd_wm.thisN,second_3Dd_wm.thisIndex,thisRow.t,notes,start.started,text_start.started,key_resp_start.started,start.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,instructions.started,key_resp_12.started,image_8.started,instructions.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.duration,instructions_2.started,image_9.started,key_resp_20.started,instructions_2.stopped,key_resp_20.keys,key_resp_20.rt,key_resp_20.duration,instructions_3.started,image_10.started,key_resp_21.started,instructions_3.stopped,key_resp_21.keys,key_resp_21.rt,key_resp_21.duration,single_2D_screen.started,text_13.started,key_resp_7.started,single_2D_screen.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,routine_2D_single.started,text.started,image.started,key_resp.started,text.stopped,routine_2D_single.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,strat.started,image_strat.started,key_resp_strat_control.started,image_strat.stopped,key_resp_strat_control.stopped,strat.stopped,strategy_response,key_resp_strat_control.keys,key_resp_strat_control.rt,key_resp_strat_control.duration,vividness.started,image_vivid.started,key_resp_vivid_slider_control.started,image_vivid.stopped,key_resp_vivid_slider_control.stopped,vividness.stopped,vivid_response,key_resp_vivid_slider_control.keys,key_resp_vivid_slider_control.rt,key_resp_vivid_slider_control.duration,ITI.started,text_2.started,text_2.stopped,ITI.stopped,image.stopped,key_resp.stopped,break_2D_s.started,text_17.started,key_resp_13.started,break_2D_s.stopped,key_resp_13.keys,key_resp_13.rt,key_resp_13.duration,single_3Dp_screen.started,text_9.started,key_resp_8.started,single_3Dp_screen.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,routine_3Dp_single.started,text_3.started,image_2.started,key_resp_2.started,text_3.stopped,routine_3Dp_single.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,image_2.stopped,key_resp_2.stopped,break_3Dp_s.started,text_18.started,key_resp_14.started,break_3Dp_s.stopped,key_resp_14.keys,key_resp_14.rt,key_resp_14.duration,wm_2D_screen.started,text_14.started,key_resp_9.started,wm_2D_screen.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,routine_2D_wm.started,text_4.started,img1.started,text_4.stopped,img1.stopped,text_5.started,text_5.stopped,img2.started,key_resp_3.started,routine_2D_wm.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,break_2D_wm.started,text_19.started,key_resp_15.started,break_2D_wm.stopped,key_resp_15.keys,key_resp_15.rt,key_resp_15.duration,wm_3Dp_screen.started,text_15.started,key_resp_10.started,wm_3Dp_screen.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,routine_3Dp_wm.started,text_6.started,image_3.started,text_6.stopped,text_11.started,image_3.stopped,text_11.stopped,image_4.started,key_resp_4.started,routine_3Dp_wm.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,break_3Dp_wm.started,text_20.started,key_resp_16.started,break_3Dp_wm.stopped,key_resp_16.keys,key_resp_16.rt,key_resp_16.duration,practice_3Dd_screen.started,image_11.started,key_resp_22.started,practice_3Dd_screen.stopped,key_resp_22.keys,key_resp_22.rt,key_resp_22.duration,practice_1_3Dd.started,image_12.started,key_resp_23.started,practice_1_3Dd.stopped,key_resp_23.keys,key_resp_23.rt,key_resp_23.duration,practice_2_3Dd.started,image_13.started,key_resp_24.started,practice_2_3Dd.stopped,key_resp_24.keys,key_resp_24.rt,key_resp_24.duration,wm_3Dd_screen.started,text_16.started,key_resp_11.started,wm_3Dd_screen.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,routine_3Dd_wm.started,text_8.started,image_6.started,text_8.stopped,text_12.started,image_6.stopped,text_12.stopped,image_7.started,key_resp_6.started,routine_3Dd_wm.stopped,key_resp_6.keys,key_resp_6.corr,key_resp_6.rt,key_resp_6.duration,break_3Dd_wm.started,text_21.started,key_resp_17.started,break_3Dd_wm.stopped,key_resp_17.keys,key_resp_17.rt,key_resp_17.duration,end.started,text_22.started,key_resp_18.started,end.stopped,key_resp_18.keys,key_resp_18.rt,key_resp_18.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
3D,p,0,False,False,None,obj1,100,None,output_pairs/3Dp_0/3Dp_0_obj_11_100deg.png,None,2169,comma,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.6122476999881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796.6068429000443,796.6393308000406,796.6393308000406,,,798.612382799969,4.0,['rshift'],[0.5151164999697357],[None],798.612601300003,798.639711100026,798.639711100026,800.6395698999986,800.6395698999986,800.6104029000271,4.0,['rshift'],[0.3385908999480307],[None],800.6105700000189,800.6395698999986,802.6503594999667,802.6067579999799,,,,,,,,,,,,,,,,,794.5737044999842,794.6122476999881,795.5832229000516,795.5832229000516,795.6153876000317,796.6066425000317,comma,1,1.0027275999309495,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
3D,p,60,False,False,None,obj3,300,0,output_pairs/3Dp_60/3Dp_60_obj_3_300_to_0deg.png,None,1615,comma,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802.6503594999667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806.10709090007,806.1392831000267,806.1392831000267,,,808.1125432000263,1.0,['comma'],[1.45510879997164],[None],808.1126973000355,808.1393570000073,808.1393570000073,810.1397739000386,810.1397739000386,810.1100311999908,1.0,['comma'],[0.9271424999460578],[None],810.1101886000251,810.1397739000386,812.1443699999945,812.1066093000118,,,,,,,,,,,,,,,,,802.6069076000713,802.6503594999667,803.6062957000686,803.6062957000686,803.6730975999963,806.1067989000585,period,0,2.4766616999404505,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
3D,p,120,False,False,None,obj1,20,140,output_pairs/3Dp_120/3Dp_120_obj_15_20_to_140deg.png,None,719,comma,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.1443699999945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,814.2066630000481,814.2395285000093,814.2395285000093,,,816.212513800012,4.0,['rshift'],[0.842944800038822],[None],816.2126713000471,816.2398513000226,816.2398513000226,,,818.2122510999907,4.0,['rshift'],[0.33875929994974285],[None],818.2124022999778,818.2398571000667,820.2446316999849,820.2068757000379,,,,,,,,,,,,,,,,,812.1067725999746,812.1443699999945,813.1071027000435,813.1071027000435,813.1732342999894,814.2064484000439,period,0,1.078795799985528,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
3D,p,180,True,False,None,sm5,300,120,output_pairs/3Dp_180m/3Dp_180m_sm_5_300_to_120deg.png,None,2044,period,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820.2446316999849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.2406961000524,824.2769939000718,824.2769939000718,,,826.2748114999849,1.0,['comma'],[0.7812917000846937],[None],826.274972400046,826.3062205000315,826.3062205000315,,,828.2752406999934,1.0,['comma'],[0.35200449998956174],[None],828.2754002000438,828.3062809000257,,830.250190300052,,,,,,,,,,,,,,,,,820.2070399000077,820.2446316999849,821.2168135000393,821.2168135000393,821.2398175999988,824.2404821000528,period,1,3.0097060999833047,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
3D,p,0,False,False,None,sm2,40,None,output_pairs/3Dp_0/3Dp_0_sm_2_40deg.png,None,2157,comma,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.2949526000302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.6068367999978,832.6397236000048,832.6397236000048,834.6395930000581,834.6395930000581,834.6103671999881,4.0,['rshift'],[0.6905670999549329],[None],834.6105175999692,834.6395930000581,834.6395930000581,836.6399166999618,836.6399166999618,836.6101757000433,4.0,['rshift'],[0.35452169994823635],[None],836.6103330999613,836.6399166999618,838.645206999965,838.6068601000588,,,,,,,,,,,,,,,,,830.2503695000196,830.2949526000302,831.2398099000566,831.2398099000566,831.3069830000168,832.6065955000231,comma,1,1.3460860999766737,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
3D,p,60,False,False,None,obj7,300,0,output_pairs/3Dp_60/3Dp_60_obj_7_300_to_0deg.png,None,1628,comma,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838.645206999965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841.9406026999932,841.9734398999717,841.9734398999717,,,843.9459089000011,2.0,['period'],[0.8528072000481188],[None],843.9460608999943,843.9735081000254,843.9735081000254,845.9730400000699,845.9730400000699,845.9438480000244,4.0,['rshift'],[0.37243780004791915],[None],845.943998200004,845.9730400000699,,847.9409733000211,,,,,,,,,,,,,,,,,838.6070525000105,838.645206999965,839.6065630000085,839.6065630000085,839.6827824000502,841.9403836000711,comma,1,2.3155705999815837,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
3D,p,0,False,False,None,obj9,260,None,output_pairs/3Dp_0/3Dp_0_obj_9_260deg.png,None,2150,comma,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847.981867800001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849.7405188999837,849.7732862000121,849.7732862000121,851.772898199968,851.772898199968,851.743145299959,1.0,['comma'],[0.8611380000365898],[None],851.7432881999994,851.772898199968,851.772898199968,,,853.7457373000216,4.0,['rshift'],[0.36568740010261536],[None],853.7458896000171,853.7776527999667,,855.7732653999701,,,,,,,,,,,,,,,,,847.9411860000109,847.981867800001,848.9444733000128,848.9444733000128,849.0066411000444,849.7403125000419,comma,1,0.785861499956809,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
3D,p,120,False,False,None,sm4,140,260,output_pairs/3Dp_120/3Dp_120_sm_4_140_to_260deg.png,None,726,comma,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855.8120379999746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.07403290004,859.1064214999788,859.1064214999788,,,861.0793435999658,2.0,['period'],[1.0569644001079723],[None],861.0795476000058,861.1072561000474,861.1072561000474,863.1066485999618,863.1066485999618,863.0765879000537,3.0,['slash'],[0.5269877999089658],[None],863.0767387000378,863.1066485999618,,865.0775454000104,,,,,,,,,,,,,,,,,855.7734854000155,855.8120379999746,856.739865200012,856.739865200012,856.8398673000047,859.0737967999885,period,0,2.3188798000337556,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
3D,p,60,True,False,None,sm2,260,320,output_pairs/3Dp_60m/3Dp_60m_sm_2_260_to_320deg.png,None,862,period,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865.116312899976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869.6740797000239,869.7067728000693,869.7067728000693,871.706780700013,871.706780700013,871.6768588999985,1.0,['comma'],[0.9520867000101134],[None],871.6770155000268,871.706780700013,871.706780700013,873.706266400055,873.706266400055,873.6765024999622,1.0,['comma'],[0.39150829997379333],[None],873.67664900003,873.706266400055,875.7138135000132,875.6738456999883,,,,,,,,,,,,,,,,,865.0777223999612,865.116312899976,866.0835776999593,866.0835776999593,866.116331600002,869.6738732999656,period,1,3.582868699915707,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
3D,p,180,True,False,None,obj4,160,340,output_pairs/3Dp_180m/3Dp_180m_obj_4_160_to_340deg.png,None,2030,period,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875.7138135000132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879.6072830000194,879.6398109999718,879.6398109999718,881.6400798000395,881.6400798000395,881.609948300058,1.0,['comma'],[0.8752748999977484],[None],881.6100904999766,881.6400798000395,881.6400798000395,883.6398660000414,883.6398660000414,883.6099428000161,2.0,['period'],[0.3866191999986768],[None],883.6100901999744,883.6398660000414,885.645346299978,885.6070420000469,,,,,,,,,,,,,,,,,875.6740043000318,875.7138135000132,876.6733977000695,876.6733977000695,876.7400562000694,879.6070627999725,comma,0,2.913091899943538,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
3D,p,180,False,False,None,obj6,40,220,output_pairs/3Dp_180/3Dp_180_obj_6_40_to_220deg.png,None,751,comma,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.645346299978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888.8740939999698,888.9067930000601,888.9067930000601,890.9066683000419,890.9066683000419,890.8768029999919,1.0,['comma'],[1.2473945999518037],[None],890.8769514000742,890.9066683000419,890.9066683000419,892.9109847999644,892.9109847999644,892.8773864000104,1.0,['comma'],[0.3034291999647394],[None],892.877528800047,892.9109847999644,,894.9069698000094,,,,,,,,,,,,,,,,,885.6072527000215,885.645346299978,886.6068835000042,886.6068835000042,886.67696479999,888.873869300005,period,0,2.251247600070201,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
3D,p,120,True,False,None,obj9,220,340,output_pairs/3Dp_120m/3Dp_120m_obj_9_220_to_340deg.png,None,2117,period,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894.9445838000393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898.3738786999602,898.4066204000264,898.4066204000264,900.4071658999892,900.4071658999892,900.3771193000721,4.0,['rshift'],[0.5392977999290451],[None],900.377303199959,900.4071658999892,900.4071658999892,902.4067049999721,902.4067049999721,902.3767961000558,4.0,['rshift'],[0.315586999990046],[None],902.3769427000079,902.4067049999721,904.4132992000086,904.3739283999894,,,,,,,,,,,,,,,,,894.9072292000055,894.9445838000393,895.8735129999695,895.8735129999695,895.9833264000481,898.3736740000313,period,1,2.4725640999386087,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
3D,p,120,False,False,None,obj1,280,40,output_pairs/3Dp_120/3Dp_120_obj_12_280_to_40deg.png,None,713,comma,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904.4132992000086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907.9741530000465,908.0068541000364,908.0068541000364,,,909.9803782000672,4.0,['rshift'],[0.8030825998866931],[None],909.9805434000446,910.0112664999906,910.0112664999906,,,911.9855692000128,3.0,['slash'],[0.3199254999635741],[None],911.9857473999728,912.0173129000468,,914.0066081000259,,,,,,,,,,,,,,,,,904.3740966999903,904.4132992000086,905.3732836999698,905.3732836999698,905.440236399998,907.9739235000452,period,0,2.5735934999538586,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
3D,p,0,True,False,None,obj3,340,None,output_pairs/3Dp_0m/3Dp_0m_obj_3_340deg.png,None,1723,period,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914.0458615999669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916.1742063000565,916.2064601000166,916.2064601000166,918.2067259000614,918.2067259000614,918.1770072999643,1.0,['comma'],[1.3555187999736518],[None],918.177153400029,918.2067259000614,918.2067259000614,920.2069305999903,920.2069305999903,920.1777872999664,4.0,['rshift'],[0.36385839991271496],[None],920.1779664000496,920.2069305999903,922.2124188999878,922.1737006000476,,,,,,,,,,,,,,,,,914.0068082000362,914.0458615999669,914.9738292000256,914.9738292000256,915.07374849997,916.1740015000105,period,1,1.1970419000135735,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
3D,p,0,False,False,None,sm3,340,None,output_pairs/3Dp_0/3Dp_0_sm_3_340deg.png,None,2175,comma,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922.2124188999878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923.9412134999875,923.9731725000311,923.9731725000311,925.9738208999624,925.9738208999624,925.9442636000458,1.0,['comma'],[0.7407583999447525],[None],925.944417700055,925.9738208999624,925.9738208999624,927.9734987000702,927.9734987000702,927.9445547000505,4.0,['rshift'],[0.3003496000310406],[None],927.9447320000036,927.9734987000702,929.9802697000559,929.9410179000115,,,,,,,,,,,,,,,,,922.1739104000153,922.2124188999878,923.1735141000245,923.1735141000245,923.2402235000627,923.9409977999749,comma,1,0.7663169000297785,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
3D,p,60,True,False,None,obj1,200,260,output_pairs/3Dp_60m/3Dp_60m_obj_15_200_to_260deg.png,None,846,period,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929.9802697000559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933.740908900043,933.773227800033,933.773227800033,935.7736922999611,935.7736922999611,935.7439403000753,1.0,['comma'],[1.6296343000140041],[None],935.744089200045,935.7736922999611,935.7736922999611,937.773335600039,937.773335600039,937.7441009000177,2.0,['period'],[0.8206243000458926],[None],937.7442501999903,937.773335600039,,939.744828099967,,,,,,,,,,,,,,,,,929.9412421999732,929.9802697000559,930.9408507000189,930.9408507000189,931.0071069999831,933.7407128000632,period,1,2.7667982999701053,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
3D,p,180,True,False,None,obj9,200,20,output_pairs/3Dp_180m/3Dp_180m_obj_9_200_to_20deg.png,None,2020,period,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939.7850058999611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943.3740330999717,943.4065265000099,943.4065265000099,945.406869300059,945.406869300059,945.377322299988,2.0,['period'],[1.4115939000621438],[None],945.3774804000277,945.406869300059,945.406869300059,,,947.3794185000006,2.0,['period'],[0.45215389993973076],[None],947.3795678999741,947.40728699998,949.412049000035,949.3738344999729,,,,,,,,,,,,,,,,,939.7449806999648,939.7850058999611,940.7507380000316,940.7507380000316,940.7741404999979,943.373838200001,period,1,2.6037583999568596,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
3D,p,180,True,False,None,sm1,20,200,output_pairs/3Dp_180m/3Dp_180m_sm_1_20_to_200deg.png,None,2039,period,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949.412049000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,953.7412347999634,953.7737113999901,953.7737113999901,955.7737015000312,955.7737015000312,955.7444117000559,1.0,['comma'],[1.326127800042741],[None],955.744586899993,955.7737015000312,955.7737015000312,957.7732499999693,957.7732499999693,957.7440129000461,4.0,['rshift'],[0.9728267999598756],[None],957.7441726999823,957.7732499999693,959.7780000000494,959.7409320999868,,,,,,,,,,,,,,,,,949.3739985000575,949.412049000035,950.3736389999976,950.3736389999976,950.4440769000212,953.7410377999768,comma,0,3.3408948000287637,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,959.7409953000024,959.7780000000494,959.7780000000494,967.4742711000144,rshift,7.672993700020015,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
