dimension,rot_type,angle,mirror,wm,pair_id,obj_id,orientation1,orientation2,image_path_1,image_path_2,marker_id,correctAns,first_2D_s.thisRepN,first_2D_s.thisTrialN,first_2D_s.thisN,first_2D_s.thisIndex,second_2D_s.thisRepN,second_2D_s.thisTrialN,second_2D_s.thisN,second_2D_s.thisIndex,first_3Dp_s.thisRepN,first_3Dp_s.thisTrialN,first_3Dp_s.thisN,first_3Dp_s.thisIndex,second_3Dp_s.thisRepN,second_3Dp_s.thisTrialN,second_3Dp_s.thisN,second_3Dp_s.thisIndex,first_2D_wm.thisRepN,first_2D_wm.thisTrialN,first_2D_wm.thisN,first_2D_wm.thisIndex,second_2D_wm.thisRepN,second_2D_wm.thisTrialN,second_2D_wm.thisN,second_2D_wm.thisIndex,first_3Dp_wm.thisRepN,first_3Dp_wm.thisTrialN,first_3Dp_wm.thisN,first_3Dp_wm.thisIndex,second_3Dp_wm.thisRepN,second_3Dp_wm.thisTrialN,second_3Dp_wm.thisN,second_3Dp_wm.thisIndex,first_3Dd_wm.thisRepN,first_3Dd_wm.thisTrialN,first_3Dd_wm.thisN,first_3Dd_wm.thisIndex,second_3Dd_wm.thisRepN,second_3Dd_wm.thisTrialN,second_3Dd_wm.thisN,second_3Dd_wm.thisIndex,thisRow.t,notes,start.started,text_start.started,key_resp_start.started,start.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,instructions.started,key_resp_12.started,image_8.started,instructions.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.duration,instructions_2.started,image_9.started,key_resp_20.started,instructions_2.stopped,key_resp_20.keys,key_resp_20.rt,key_resp_20.duration,instructions_3.started,image_10.started,key_resp_21.started,instructions_3.stopped,key_resp_21.keys,key_resp_21.rt,key_resp_21.duration,single_2D_screen.started,text_13.started,key_resp_7.started,single_2D_screen.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,routine_2D_single.started,text.started,image.started,key_resp.started,text.stopped,routine_2D_single.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,strat.started,image_strat.started,key_resp_strat_control.started,strat.stopped,strategy_response,key_resp_strat_control.keys,vividness.started,image_vivid.started,key_resp_vivid_slider_control.started,image_vivid.stopped,key_resp_vivid_slider_control.stopped,vividness.stopped,vivid_response,key_resp_vivid_slider_control.keys,key_resp_vivid_slider_control.rt,key_resp_vivid_slider_control.duration,ITI.started,text_2.started,ITI.stopped,image_strat.stopped,key_resp_strat_control.stopped,key_resp_strat_control.rt,key_resp_strat_control.duration,text_2.stopped,image.stopped,key_resp.stopped,break_2D_s.started,text_17.started,key_resp_13.started,break_2D_s.stopped,key_resp_13.keys,key_resp_13.rt,key_resp_13.duration,single_3Dp_screen.started,text_9.started,key_resp_8.started,single_3Dp_screen.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,routine_3Dp_single.started,text_3.started,image_2.started,key_resp_2.started,text_3.stopped,image_2.stopped,key_resp_2.stopped,routine_3Dp_single.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,break_3Dp_s.started,text_18.started,key_resp_14.started,break_3Dp_s.stopped,key_resp_14.keys,key_resp_14.rt,key_resp_14.duration,wm_2D_screen.started,text_14.started,key_resp_9.started,wm_2D_screen.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,routine_2D_wm.started,text_4.started,img1.started,text_4.stopped,text_5.started,img1.stopped,text_5.stopped,img2.started,key_resp_3.started,routine_2D_wm.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,img2.stopped,key_resp_3.stopped,break_2D_wm.started,text_19.started,key_resp_15.started,break_2D_wm.stopped,key_resp_15.keys,key_resp_15.rt,key_resp_15.duration,wm_3Dp_screen.started,text_15.started,key_resp_10.started,wm_3Dp_screen.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,routine_3Dp_wm.started,text_6.started,image_3.started,text_6.stopped,image_3.stopped,text_11.started,text_11.stopped,image_4.started,key_resp_4.started,routine_3Dp_wm.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,break_3Dp_wm.started,text_20.started,key_resp_16.started,break_3Dp_wm.stopped,key_resp_16.keys,key_resp_16.rt,key_resp_16.duration,practice_3Dd_screen.started,image_11.started,key_resp_22.started,practice_3Dd_screen.stopped,key_resp_22.keys,key_resp_22.rt,key_resp_22.duration,practice_1_3Dd.started,image_12.started,key_resp_23.started,practice_1_3Dd.stopped,key_resp_23.keys,key_resp_23.rt,key_resp_23.duration,practice_2_3Dd.started,image_13.started,key_resp_24.started,practice_2_3Dd.stopped,key_resp_24.keys,key_resp_24.rt,key_resp_24.duration,wm_3Dd_screen.started,text_16.started,key_resp_11.started,wm_3Dd_screen.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,routine_3Dd_wm.started,text_8.started,image_6.started,text_8.stopped,text_12.started,image_6.stopped,image_7.started,key_resp_6.started,text_12.stopped,routine_3Dd_wm.stopped,key_resp_6.keys,key_resp_6.corr,key_resp_6.rt,key_resp_6.duration,break_3Dd_wm.started,text_21.started,key_resp_17.started,break_3Dd_wm.stopped,key_resp_17.keys,key_resp_17.rt,key_resp_17.duration,image_7.stopped,key_resp_6.stopped,end.started,text_22.started,key_resp_18.started,end.stopped,key_resp_18.keys,key_resp_18.rt,key_resp_18.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
2D,None,0,True,False,None,obj5,300,None,output_pairs/2D_0m/2D_0m_obj_5_300deg.png,None,1122,period,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.8092849999666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.76890189992264,401.8092849999666,402.7731367999222,402.7731367999222,402.8393192999065,404.06906869995873,period,1,1.2915811000857502,None,404.06935249990784,404.10166249994654,404.10166249994654,406.073273899965,4.0,['rshift'],406.07342219993006,406.10203089995775,406.10203089995775,408.1022865999257,408.1022865999257,408.072190899984,4.0,['rshift'],[0.44986980000976473],[None],408.0723379999399,408.1022865999257,410.06911829998717,406.10203089995775,406.10203089995775,[1.3786652999697253],[None],410.1103226999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2024-05-27_11h47.31.745,ps,2023.2.3,29.95662280769566,2024-05-27 11h47.44.939881 -0400,
2D,None,60,False,False,None,sm5,140,200,output_pairs/2D_60/2D_60_SM5_140_to_200deg.png,None,939,comma,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.1103226999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.0692865999881,410.1103226999985,411.0688234999543,411.0688234999543,411.14529000001494,413.9359618999297,comma,1,2.835162500035949,None,413.9361551000038,413.96849170001224,413.96849170001224,415.9415019999724,3.0,['slash'],415.941648399923,415.9687908999622,415.9687908999622,417.9682689999463,417.9682689999463,417.9386199999135,4.0,['rshift'],[1.5438375000376254],[None],417.9387989999959,417.9682689999463,419.9353820999386,,,[1.6561552999773994],[None],419.9765422999626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2024-05-27_11h47.31.745,ps,2023.2.3,29.95662280769566,2024-05-27 11h47.44.939881 -0400,
2D,None,120,False,False,None,obj1,280,40,output_pairs/2D_120/2D_120_obj_13_280_to_40deg.png,None,1089,comma,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.9765422999626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.93565509992186,419.9765422999626,420.9355724999914,420.9355724999914,421.0023898999207,423.26921029994264,comma,1,2.312692099949345,None,423.2694022000069,423.3019117999356,423.3019117999356,425.27254579996224,4.0,['rshift'],425.2726938999258,425.3021715999348,425.3021715999348,,,427.2809399999678,4.0,['rshift'],[0.5217465000459924],[None],427.2810955999885,427.3023060999112,429.27904990001116,425.3021715999348,425.3021715999348,[1.6018562000244856],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2024-05-27_11h47.31.745,ps,2023.2.3,29.95662280769566,2024-05-27 11h47.44.939881 -0400,
2D,None,120,True,False,None,obj9,200,320,output_pairs/2D_120m/2D_120m_obj_9_200_to_320deg.png,None,1391,period,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.3238287999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.2792648000177,429.3238287999993,430.273241299903,430.273241299903,430.3355888999067,432.0027826000005,period,1,1.7037162999622524,None,432.0030834999634,432.034982400015,432.034982400015,434.00508949998766,4.0,['rshift'],434.00523259991314,434.03509759996086,434.03509759996086,436.03567999997176,436.03567999997176,436.00605089997407,4.0,['rshift'],[1.0451046000234783],[None],436.0062295999378,436.03567999997176,438.00254549994133,434.03509759996086,434.03509759996086,[1.485084499930963],[None],438.04315929999575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2024-05-27_11h47.31.745,ps,2023.2.3,29.95662280769566,2024-05-27 11h47.44.939881 -0400,
2D,None,0,False,False,None,obj1,60,None,output_pairs/2D_0/2D_0_obj_15_60deg.png,None,1995,comma,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.04315929999575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.00271489995066,438.04315929999575,439.0022491000127,439.0022491000127,439.06884640001226,440.33706489996985,comma,1,1.3099863999523222,None,440.3373197999317,440.368957699975,440.368957699975,442.3395686999429,4.0,['rshift'],442.3397230999544,442.36857599997893,442.36857599997893,444.37331940000877,444.37331940000877,444.34058640000876,4.0,['rshift'],[0.4321324999909848],[None],444.34073359996546,444.37331940000877,446.3692766999593,442.36857599997893,442.36857599997893,[0.9032811999786645],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2024-05-27_11h47.31.745,ps,2023.2.3,29.95662280769566,2024-05-27 11h47.44.939881 -0400,
2D,None,0,True,False,None,sm5,60,None,output_pairs/2D_0m/2D_0m_SM5_60deg.png,None,1140,period,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.4091380999889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.36948300001677,446.4091380999889,447.3691330999136,447.3691330999136,447.4356150999665,448.86901139991824,period,1,1.4795078000752255,None,448.8692160999635,448.901729999925,448.901729999925,450.8723221999826,4.0,['rshift'],450.87252259999514,450.90221969992854,450.90221969992854,452.9019511999795,452.9019511999795,452.8722985999193,4.0,['rshift'],[0.3465383000439033],[None],452.87243849993683,452.9019511999795,454.8689695999492,450.90221969992854,450.90221969992854,[0.9789232000475749],[None],454.9087407999905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2024-05-27_11h47.31.745,ps,2023.2.3,29.95662280769566,2024-05-27 11h47.44.939881 -0400,
2D,None,60,True,False,None,obj1,220,280,output_pairs/2D_60m/2D_60m_obj_12_220_to_280deg.png,None,564,period,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.9087407999905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.8691902999999,454.9087407999905,455.87327490001917,455.87327490001917,455.9356611999683,458.0365685999859,period,1,2.1514022999908775,None,458.03679769998416,458.06853229994886,458.06853229994886,460.0415148999309,4.0,['rshift'],460.04170840000734,460.0691196999978,460.0691196999978,,,462.0416598999873,4.0,['rshift'],[0.8035294999135658],[None],462.0419609999517,462.068941699923,464.03642069990747,,,[1.532057600095868],[None],464.07859189994633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2024-05-27_11h47.31.745,ps,2023.2.3,29.95662280769566,2024-05-27 11h47.44.939881 -0400,
2D,None,60,False,False,None,obj1,240,300,output_pairs/2D_60/2D_60_obj_1_240_to_300deg.png,None,947,comma,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.07859189994633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.0365908999229,464.07859189994633,465.0460526999086,465.0460526999086,465.0691095999209,466.86949179996736,comma,1,1.8182734000729397,None,466.869686299935,466.90216870000586,466.90216870000586,468.8749719999032,4.0,['rshift'],468.87512999994215,468.90665999997873,468.90665999997873,,,470.90360329998657,4.0,['rshift'],[0.34937109996099025],[None],470.90374849992804,470.9353832999477,472.87336339999456,,,[1.0096983999246731],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2024-05-27_11h47.31.745,ps,2023.2.3,29.95662280769566,2024-05-27 11h47.44.939881 -0400,
2D,None,60,True,False,None,obj1,80,140,output_pairs/2D_60m/2D_60m_obj_13_80_to_140deg.png,None,562,period,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.91403079999145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.8735826999182,472.91403079999145,473.87948200001847,473.87948200001847,473.9358446999686,475.70302959997207,period,1,1.809184099896811,None,475.7032239999389,475.7355769999558,475.7355769999558,477.7065152999712,3.0,['slash'],477.7066766999196,477.7357828000095,477.7357828000095,479.735366399982,479.735366399982,479.70580009999685,4.0,['rshift'],[0.328440299956128],[None],479.70594909996726,479.735366399982,481.70243920001667,477.7357828000095,477.7357828000095,[1.4084722000407055],[None],481.74211099999957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2024-05-27_11h47.31.745,ps,2023.2.3,29.95662280769566,2024-05-27 11h47.44.939881 -0400,
2D,None,120,False,False,None,obj6,240,0,output_pairs/2D_120/2D_120_obj_6_240_to_0deg.png,None,1108,comma,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.74211099999957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.7026150999591,481.74211099999957,482.70241129992064,482.70241129992064,482.7797212000005,485.33593189995736,comma,1,2.61786120000761,None,485.33616249996703,485.3687382999342,485.3687382999342,487.3395138999913,4.0,['rshift'],487.3396965999855,487.37342530000024,487.37342530000024,,,489.3703040999826,4.0,['rshift'],[0.7319731999887154],[None],489.3704564999789,489.4019470999483,491.34016799996607,487.37342530000024,487.37342530000024,[1.5524939000606537],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2024-05-27_11h47.31.745,ps,2023.2.3,29.95662280769566,2024-05-27 11h47.44.939881 -0400,
2D,None,60,False,False,None,obj1,320,20,output_pairs/2D_60/2D_60_obj_12_320_to_20deg.png,None,955,comma,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.3808562000049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.3403881000122,491.3808562000049,492.3459635999752,492.3459635999752,492.4024991999613,495.03618639998604,comma,1,2.6862108999630436,None,495.0363967999583,495.0688030999154,495.0688030999154,497.041640899959,4.0,['rshift'],497.0418196999235,497.0691908999579,497.0691908999579,499.06876129994635,499.06876129994635,499.0387164999265,4.0,['rshift'],[0.9553871999960393],[None],499.0388619999867,499.06876129994635,501.0362349000061,,,[1.2593547999858856],[None],501.07567189994734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2024-05-27_11h47.31.745,ps,2023.2.3,29.95662280769566,2024-05-27 11h47.44.939881 -0400,
2D,None,0,True,False,None,sm3,120,None,output_pairs/2D_0m/2D_0m_SM3_120deg.png,None,1135,period,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.07567189994734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.03639669995755,501.07567189994734,502.0402693999931,502.0402693999931,502.106471600011,503.5699600999942,period,1,1.5286006999667734,None,503.5701644999208,503.6025362999644,503.6025362999644,505.5720108000096,4.0,['rshift'],505.5721569999587,505.6020022999728,505.6020022999728,507.6024884999497,507.6024884999497,507.5728609999642,4.0,['rshift'],[0.8467087999451905],[None],507.57308879995253,507.6024884999497,509.5698800999671,505.6020022999728,505.6020022999728,[1.005977199994959],[None],509.60861879994627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2024-05-27_11h47.31.745,ps,2023.2.3,29.95662280769566,2024-05-27 11h47.44.939881 -0400,
2D,None,120,True,False,None,sm5,300,60,output_pairs/2D_120m/2D_120m_SM5_300_to_60deg.png,None,1403,period,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.60861879994627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.57005390000995,509.60861879994627,510.5691305999644,510.5691305999644,510.63606659998186,512.9028505999595,period,1,2.3045317999785766,None,512.903065099963,512.9355482999235,512.9355482999235,514.9082423999207,None,None,514.9083287999965,514.9358824999072,514.9358824999072,516.9353747999994,516.9353747999994,516.905905499938,3.0,['slash'],[1.1526390999788418],[None],516.9060586999403,516.9353747999994,518.9070279999869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2024-05-27_11h47.31.745,ps,2023.2.3,29.95662280769566,2024-05-27 11h47.44.939881 -0400,
2D,None,120,False,False,None,obj4,20,140,output_pairs/2D_120/2D_120_obj_4_20_to_140deg.png,None,1111,comma,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.9471537999343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.9071966999909,518.9471537999343,519.9127617999911,519.9127617999911,519.9797026999295,522.3029435999924,comma,1,2.375828600022942,None,522.3031456000172,522.3356765999924,522.3356765999924,524.3061003999319,4.0,['rshift'],524.3062585999724,524.3403290999122,524.3403290999122,,,526.3371020999039,4.0,['rshift'],[1.02949940005783],[None],526.3372529000044,526.3689162000082,528.3069958999986,524.3403290999122,524.3403290999122,[1.32876139995642],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2024-05-27_11h47.31.745,ps,2023.2.3,29.95662280769566,2024-05-27 11h47.44.939881 -0400,
2D,None,60,True,False,None,obj6,240,300,output_pairs/2D_60m/2D_60m_obj_6_240_to_300deg.png,None,572,period,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.3474144999636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.3071890999563,528.3474144999636,529.3130969000049,529.3130969000049,529.3361507999944,531.169483799953,period,1,1.8472251000348479,None,531.1697071999079,531.2021458999952,531.2021458999952,533.1728806999745,3.0,['slash'],533.1730557999108,533.2026945999824,533.2026945999824,535.2022364999866,535.2022364999866,535.1725892999675,4.0,['rshift'],[0.7735470999032259],[None],535.1727886999724,535.2022364999866,537.1736145999748,533.2026945999824,533.2026945999824,[1.1027996999910101],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2024-05-27_11h47.31.745,ps,2023.2.3,29.95662280769566,2024-05-27 11h47.44.939881 -0400,
2D,None,120,False,False,None,obj1,100,220,output_pairs/2D_120/2D_120_obj_1_100_to_220deg.png,None,1097,comma,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.2143647999037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.1738512999145,537.2143647999037,538.1694669999415,538.1694669999415,538.240035399911,540.0133314999985,comma,1,1.8232755999779329,None,540.0135441999882,540.0462965000188,540.0462965000188,542.0371923999628,4.0,['rshift'],542.0373429999454,542.0691639999859,542.0691639999859,,,544.0420250999741,4.0,['rshift'],[0.5470421999925748],[None],544.0421718999278,544.0694235999836,546.0360453999601,,,[1.0979130999185145],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2024-05-27_11h47.31.745,ps,2023.2.3,29.95662280769566,2024-05-27 11h47.44.939881 -0400,
2D,None,60,False,False,None,obj7,100,160,output_pairs/2D_60/2D_60_obj_7_100_to_160deg.png,None,928,comma,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.0747416999657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.0362680999096,546.0747416999657,547.0463674999774,547.0463674999774,547.0795785000082,548.5696094000014,comma,1,1.4982482000486925,None,548.5698418999091,548.6022845999105,548.6022845999105,550.5727972999448,4.0,['rshift'],550.5729372999631,550.6027444999199,550.6027444999199,552.6022071999032,552.6022071999032,552.5720426000189,4.0,['rshift'],[0.30915560002904385],[None],552.5721880999627,552.6022071999032,554.5738225999521,550.6027444999199,550.6027444999199,[0.9336180000100285],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2024-05-27_11h47.31.745,ps,2023.2.3,29.95662280769566,2024-05-27 11h47.44.939881 -0400,
2D,None,180,True,False,None,obj8,40,220,output_pairs/2D_180m/2D_180m_obj_8_40_to_220deg.png,None,1363,period,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.613752999925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.5740250999806,554.613752999925,555.5737713999115,555.5737713999115,555.6400258999784,557.2031014999375,period,1,1.610709699918516,None,557.2033095000079,557.2357959999936,557.2357959999936,559.2087142999517,4.0,['rshift'],559.2088646999327,559.236532400013,559.236532400013,,,561.2050794999814,4.0,['rshift'],[0.9884326999308541],[None],561.2052257999312,561.2361770999851,563.2129988999804,,,[1.628876099945046],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2024-05-27_11h47.31.745,ps,2023.2.3,29.95662280769566,2024-05-27 11h47.44.939881 -0400,
2D,None,0,False,False,None,obj4,280,None,output_pairs/2D_0/2D_0_obj_4_280deg.png,None,2011,comma,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.2616880999412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.2132013000082,563.2616880999412,564.2026736999396,564.2026736999396,564.2694482000079,565.3408182999119,comma,1,1.118485400103964,None,565.3410235999618,565.3695207999554,565.3695207999554,567.3390055999625,4.0,['rshift'],567.339149300009,567.3689522999339,567.3689522999339,569.3736952999607,569.3736952999607,569.3438687999733,4.0,['rshift'],[0.34324479999486357],[None],569.3440106000053,569.3736952999607,571.3406772000017,567.3689522999339,567.3689522999339,[0.9029862000606954],[None],571.3799258999061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2024-05-27_11h47.31.745,ps,2023.2.3,29.95662280769566,2024-05-27 11h47.44.939881 -0400,
